Date,Accession Number,Author,Title-Edition-ISBN,Publisher Details,Year,Pages,ISBN,Supplier,Call Number,Price,Bill No. & date,
15-May-05,1150,"Dix, Alan; Finlay, Janet; Abowd, Gregory D. & Beale, Russell",Human-computer interaction .-3rd .-9788131717035,"Pearson Education, New Delhi",2004,"xxv, 834 p.",9.78813E+12,Union Book Stall,"004.019DIX",395,"B:T-32/200515-May-2005",
15-May-05,1151,"Tremblay, Jean-Paul & Bunt, Richard B.",Introduction to computer science : an algorithmic approach .-2nd .-9780070473805,"Tata McGraw-Hill Publishing Company Limited, Delhi",2002,"xxv, 806 p.",9.78007E+12,Union Book Stall,"005.01TRE",265,"B:T-31/200515-May-2005",
15-May-05,1152,"Norton, Peter",Peter Norton's introduction to computers .-5th .-9780070531420,"Tata McGraw-Hill Publishing Company Limited, New Delhi",2004,"xxvi, 588 p.",9.78007E+12,Union Book Stall,"004NOR",295,"B:T-31/200515-May-2005",
15-May-05,1153,"Liu, M.",Distributed computing : principles and applications .-1st .-9788129704870,"Pearson Education, Delhi",2004,"xix, 428 p.",9.78813E+12,Union Book Stall,"004.36LIU",250,"B:T-32/200515-May-2005",
15-May-05,1154,"Donovan, John J.",Systems programming .-1st .-9780074604823,"Tata McGraw-Hill Publishing Company Limited, Delhi",1991,"xviii, 488 p.",9.78007E+12,Union Book Stall,"005.42DON",199,"B:T-30/200515-May-2005",
16-May-05,1155,"Ghezzi, Carlo; Jazayeri, Mehdi & Mandrioli, Dino",Fundamentals of software engineering .-2nd .-8129700468,"Pearson Education, Delhi",2003,XX-604 p.,8129700468,Union Book Stall,"005.1GHE",195,"B:T-35/200516-May-2005",
15-May-05,1156,"Sze, S.",VLSI technology .-2nd .-9780070582910,"Tata McGraw-Hill Publishing Company Limited, New Delhi",1988,"xii, 676 p.",9.78007E+12,Union Book Stall,"621.395SZE",225,"B:T-31/200515-May-2005",
15-May-05,1157,"Yalamanchili, Sudhakar",Introductory VHDL: from simulation to synthesis .-1st .-9788178085586,"Pearson Education, Delhi",2001,"xix, 388, 11 p.",9.78818E+12,Union Book Stall,"621.392YAL",299,"B:T-32/200515-May-2005",
16-May-05,1158,"Comer, Douglas E. & Stevens, David  L.","Internetworking with TCP/IP, volume II, design, implementation, and internals .-3rd .-9788129701084","Pearson Education, Delhi",1995,"xxi, 659 p.",9.78813E+12,Union Book Stall,"004.65COM",250,"B:T-42/200516-May-2005",
16-May-05,1159,"Comer, Douglas E. & Stevens, David  L.","Internetworking with TCP/IP Volume III, Design, Implementation, and Internals .-3rd .-9788129701084","Pearson Education, Delhi",1995,"xxi, 659 p.",9.78813E+12,Union Book Stall,"004.65COM",350,"B:T-42/200516-May-2005",
16-May-05,1160,"Beer, Ferdinand Pierre; Johnston, E. Russell; Eisenberg, Elliot R. & Clausen, William E.",Vector mechanics for engineers : statics and dynamics .-7th .-9780070588288,"Tata McGraw-Hill Publishing Company Limited, New Delhi",2004,"xxx, 1322 p.",9.78007E+12,Union Book Stall,"620.1BEE","3,950.00","B:T-51/200516-May-2005",
,1161,,,,,,,,,,,
,1162,,,,,,,,,,,
,1163,,,,,,,,,,,
,1164,,,,,,,,,,,
,1165,,,,,,,,,,,
,1166,,,,,,,,,,,
,1167,,,,,,,,,,,
,1168,,,,,,,,,,,
,1169,,,,,,,,,,,
16-May-05,1170,"Tayal, A. K.",Engineering mechanics statics and dynamics .-12th .-81-88114-01-4,"Umesh Publication, Delhi",2004,"x, 688 p.",81-88114-01-4,Union Book Stall,"620.1TAY","1,450.00","B:T-51/200516-May-2005",
,1171,,,,,,,,,,,
,1172,,,,,,,,,,,
,1173,,,,,,,,,,,
,1174,,,,,,,,,,,
,1175,,,,,,,,,,,
,1176,,,,,,,,,,,
,1177,,,,,,,,,,,
,1178,,,,,,,,,,,
,1179,,,,,,,,,,,
16-May-05,1180,"Gaykwad, Ramakant A.",OP-AMPS and linear integrated circuits .-4th .-9780132808682,"Pearson Education, Delhi",2000,"XV, 543 p.",9.78013E+12,Union Book Stall,"621.381 535GAY",975,"B:T-45/200516-May-2005",
,1181,,,,,,,,,,,
,1182,,,,,,,,,,,
,1183,,,,,,,,,,,
,1184,,,,,,,,,,,
16-May-05,1185,"Timoshenko, S.; Young, D. H. & Rao, J. V.",Engineering mechanics .-4th .-9780070858114,"McGraw-Hill Companies, Singapore",1956,"x, 478 p.",9.78007E+12,Union Book Stall,"620.1TIM","2,475.00","B:T-51/200516-May-2005",
,1186,,,,,,,,,,,
,1187,,,,,,,,,,,
,1188,,,,,,,,,,,
,1189,,,,,,,,,,,
,1190,,,,,,,,,,,
,1191,,,,,,,,,,,
,1192,,,,,,,,,,,
,1193,,,,,,,,,,,
16-May-05,1194,"Moret, Bernard M.",Theory of computation .-1st .-9788178085500,"Pearson Education, Delhi",1998,"xx, 453 p.",9.78818E+12,Union Book Stall,"511.3MOR","1,375.00","B:T-45/200516-May-2005",
,1195,,,,,,,,,,,
,1196,,,,,,,,,,,
,1197,,,,,,,,,,,
,1198,,,,,,,,,,,
16-May-05,1199,"Bhavikatti, S. S. & Rajashekarappa, K. G.",Engineering mechanics .-8122406173,"New Age International Publishers, Delhi",1994,"xiii, 557 p.",8122406173,Union Book Stall,"620.1BHA","1,350.00","B:T-51/200516-May-2005",
,1200,,,,,,,,,,,
,1201,,,,,,,,,,,
,1202,,,,,,,,,,,
,1203,,,,,,,,,,,
,1204,,,,,,,,,,,
16-May-05,1205,"Shames, Irving H.",Engineering mechanics : statics and dynamics .-4th .-9788120311275,"Prentice Hall of India, New Delhi",1996,"xvi, 1024 p.",9.78812E+12,Union Book Stall,"620.1SHA","3,160.00","B:T-51/200516-May-2005",
,1206,,,,,,,,,,,
,1207,,,,,,,,,,,
,1208,,,,,,,,,,,
,1209,,,,,,,,,,,
,1210,,,,,,,,,,,
,1211,,,,,,,,,,,
,1212,,,,,,,,,,,
16-May-05,1213,"Kumar, T. Anil",Networks and transmission lines .-1st .-9798178088784,"Pearson Education, Delhi",2004,"xiii, 557 p.",9.79818E+12,Union Book Stall,"621.385 1KUM",625,"B:T-44/200516-May-2005",
,1214,,,,,,,,,,,
,1215,,,,,,,,,,,
,1216,,,,,,,,,,,
,1217,,,,,,,,,,,
16-May-05,1218,"Bob, Quinn & Dave, Shute",Windows sockets network programming .-1st .-0768682320,"Pearson Education, Delhi",1996,"xiii, 557 p.",768682320,Union Book Stall,"005.446BOB",195,"B:T-45/200516-May-2005",
16-May-05,1219,"Stallings, William",Computer networking with Internet protocols and technology .-1st .-9788129702920,"Pearson Education, Delhi",2004,660 p.,9.78813E+12,Union Book Stall,"004.6STA",590,"B:T-45/200516-May-2005",
,1220,,,,,,,,,,,
16-May-05,1221,"Rosenzweig, Benjamin & Silvestrova, Elena",Oracle PL/SQL by Example .-3rd .-8129705036,"Pearson Education, Delhi",2004,"xxi, 735 p.",8129705036,Union Book Stall,"005.758ROS","1,125.00","B:T-44/200516-May-2005",
,1222,,,,,,,,,,,
,1223,,,,,,,,,,,
16-May-05,1224,"Rosenzweig, Benjamin & Silvestrova, Elena",Oracle PL/SQL by Example .-3rd .-8129705036,"Pearson Education, Delhi",2004,"xxi, 735 p.",8129705036,Union Book Stall,"005.758ROS",325,"B:T-45/200516-May-2005",
16-May-05,1225,"Siler, Brian & Spotts, Jeff",Special Edition Using Visual Basic .Net .-1st .-9788178086323,"Pearson Education, Delhi",2002,"xiii, 830 p.",9.78818E+12,Union Book Stall,"005.276 8SIL",375,"B:T-44/200516-May-2005",
16-May-05,1226,"Chavan, Shirish",Visual Basic .NET .-1st .-9798129704206,"Pearson Education, Delhi",2004,"xii, 576 p.",9.79813E+12,Union Book Stall,"005.276 8CHA",590,"B:T-43/200516-May-2005",
,1227,,,,,,,,,,,
16-May-05,1228,"Deitel, Harvey M.; Deitel, Paul J. & Nieto, T. R.",Visual Basic .NET : how to program .-2nd .-9788129702999,"Pearson Education, Delhi",2002,"LIV, 1517 p.",9.78813E+12,Union Book Stall,"005.276 8DEI",525,"B:T-44/200516-May-2005",
15-May-05,1229,"Bradley, Julia Case & Millspaugh, Anita C.","Programming in Visual Basic, version 6.0 .-1st .-9780074635216","Tata McGraw-Hill Publishing Company Limited, New Delhi",2000,"xx, 684 p.",9.78007E+12,Union Book Stall,"005.276 8BRA",395,"B:T-21/200515-May-2005",
16-May-05,1230,"Barnes, David J. & Kolling, Michael",Objects first with Java : a practical introduction using Blue J .-1st .-9780131249332,"Pearson Education, Delhi",2004,"xiii, 557 p.",9.78013E+12,Union Book Stall,"005.133BAR",295,"B:T-43/200516-May-2005",
16-May-05,1231,"Efford, Nick",Digital image processing : a practical introduction using Java .-1st .-9788178080741,"Pearson Education, Delhi",2000,"xiii, 557 p.",9.78818E+12,Union Book Stall,"621.367EFF",350,"B:T-35/200516-May-2005",
16-May-05,1232,"Geary, David M.",Graphic Java .-3rd,"Pearson Education, Delhi",1999,"xiii, 557 p.",,Union Book Stall,"005.133GEA",625,"B:T-46/200516-May-2005",
16-May-05,1233,"Pistoia, Marco; Reller, Duane F.; Gupta, Deepak & Nagnur, Milind",Java 2 network security .-2nd .-9788178083186,"Pearson Education, Delhi",1999,"xxi, 713 p.",9.78818E+12,Union Book Stall,"005.8PIS",450,"B:T-45/200516-May-2005",
16-May-05,1234,"Carrano, Frank",Data abstraction and problem solving with Java .-1st .-9780201702200,"Pearson Education, Delhi",2001,"XXII, 806 s.",9.7802E+12,Union Book Stall,"005.133CAR",850,"B:T-43/200516-May-2005",
,1235,,,,,,,,,,,
16-May-05,1236,"Brooks, Frederick P.",The mythical man-month : essays on software engineering .-1st .-9788178082530,"Pearson Education, Delhi",1995,"xiii, 322 p.",9.78818E+12,Union Book Stall,"005.106 8BRO",250,"B:T-44/200516-May-2005",
16-May-05,1237,"Prookis, John G.; Rader, Charles M.; Ling, Fuyan & Nikias, Chrysostomos L.",Algorithms for statistical signal processing .-1st .-9788178085739,"Pearson Education, Delhi",2002,"xii, 564 p.",9.78818E+12,Union Book Stall,"621.382 2PRO",325,"B:T-44/200516-May-2005",
16-May-05,1238,"Aho, Alfred V.; Hopcroft, John E. & Ullman, Jeffrey D.",The design and analysis of computer algorithms .-1st .-9780201000290,"Pearson Education, Delhi",1974,"x, 470 p.",9.7802E+12,Union Book Stall,"005.01AHO",780,"B:T-46/200516-May-2005",
,1239,,,,,,,,,,,
,1240,,,,,,,,,,,
16-May-05,1241,"Johnsonbaugh, Richard & Schaefer, Marcus",Algorithms .-1st .-9788129705785,"Pearson Education, Delhi",2004,"xiii, 557 p.",9.78813E+12,Union Book Stall,"518.1JOH",750,"B:T-46/200515-May-2005",
,1242,,,,,,,,,,,
16-May-05,1243,"Baase, Sara & Gelder, Allen Van",Computer algorithms : introduction to design and analysis .-3rd .-9788178081717,"Pearson Education, Delhi",2000,"xix, 688 p.",9.78818E+12,Union Book Stall,"005.01BAA",650,"B:T-46/200516-May-2005",
,1244,,,,,,,,,,,
16-May-05,1245,"Knuth, Donald Ervin","The art of computer programming : Volume 1,. Fundamental algorithms .-3rd .-9780201896848","Pearson Education, Delhi",1997,"xiii, 557 p.",9.7802E+12,Union Book Stall,"005.1KNU",750,"B:T-46/200516-May-2005",
,1246,,,,,,,,,,,
16-May-05,1247,"Vahalia, Uresh",Unix internal : the new frontiers .-1st .-9780131019089,"Pearson Education, Delhi",1996,"xxxiii, 601 p.",9.78013E+12,Union Book Stall,"005.432VAH",399,"B:T-44/200516-May-2005",
16-May-05,1248,"Raymond, Eric S.",The art of unix programming .-1st .-9788129704047,"Pearson Education, New Delhi",2004,"xxxii, 525 p.",9.78813E+12,Union Book Stall,"005.432RAY",590,"B:T-45/200516-May-2005",
,1249,,,,,,,,,,,
16-May-05,1250,"Glass, Graham & Ables, King",UNIX for programmers and users .-3rd .-9788129700117,"Pearson Education, Delhi",2003,"xiii, 557 p.",9.78813E+12,Union Book Stall,"005.432GLA",295,B:15-Jan-2009,
16-May-05,1251,"Glass, Graham & Ables, King",UNIX for programmers and users .-3rd .-9788129700117,"Pearson Education, Delhi",2003,"xiii, 557 p.",9.78813E+12,Union Book Stall,"005.432GLA",295,"B:T-45/200516-May-2005",
16-May-05,1252,"Pajari, George",Writing UNIX device drivers .-1st .-9780201523744,"Pearson Education, Delhi",1992,"xii, 323 p.",9.7802E+12,Union Book Stall,"005.432PAJ",275,"B:T-45/200516-May-2005",
16-May-05,1253,"Kay, Robbins & Steven, Robbins",Unix systems programming .-1st .-9780130424112,"Pearson Education, Delhi",2003,"xvii, 893 p.",9.78013E+12,Union Book Stall,"005.432KAY",750,"B:T-45/200516-May-2005",
,1254,,,,,,,,,,,
16-May-05,1255,"Bandyopadhyay, Kashinath",Data structures using C .-1st,"Pearson Education, Delhi",2004,"xiii, 557 p.",,Union Book Stall,"005.73BAN",300,"B:T-46/200515-May-2005",
,1256,,,,,,,,,,,
16-May-05,1257,"Summit, Steve",C programming FAQs : frequently asked questions .-1st .-9788178083766,"Pearson Education, Delhi",1996,"xli, 389 p.",9.78818E+12,Union Book Stall,"005.135SUM",550,"B:T-44/200516-May-2005",
,1258,,,,,,,,,,,
16-May-05,1259,"Sedgewick, Robert","Algorithms in C. Parts 1-4, Fundamentals, data structures, sorting, searching .-3rd .-9780201514254","Pearson Education, New Delhi",1998,"xvii, 702 p.",9.7802E+12,Union Book Stall,"005.135SED",900,"B:T-45/200516-May-2005",
,1260,,,,,,,,,,,
16-May-05,1261,"Kruse, Robert L.; Tondo, Clovis L. & Leung, Bruce",Data structures & program design C .-1st .-9788120320970,"Prentice Hall of India, Delhi",1997,"xvi, 671 p.",9.78812E+12,Union Book Stall,"005.73KRU",500,"B:T-45/200516-May-2005",
,1262,,,,,,,,,,,
16-May-05,1263,"Sutter, Herb","Exceptional C++ : 47 engineering puzzles, programming problems, and solutions .-1st .-9788129705327","Pearson Education, Delhi",2000,"xiv, 215 p.",9.78813E+12,Union Book Stall,"005.134SUT",195,"B:T-44/200516-May-2005",
16-May-05,1264,"Blanchette, Jasmin & Summerfield, Mark",C++ GUI programming with Qt3 .-1st .-9780131240728,"Pearson Education, Delhi",2004,"xvi, 440 p.",9.78013E+12,Union Book Stall,"005.134BLA",750,"B:T-43/200516-May-2005",
,1265,,,,,,,,,,,
16-May-05,1266,"Schmidt, Douglas C. & Huston, Stephen D.",C++ network programming. / volume 1 : mastering complexity with ACE and patterns .-1st .-9788178089010,"Pearson Education, Delhi",2002,"xviii, 350 p.",9.78818E+12,Union Book Stall,"005.134SCH",265,"B:T-44/200516-May-2005",
16-May-05,1267,"Schmidt, Douglas C. & Huston, Stephen D.","C++ network programming. / volume 2, systematic reuse with ACE and framework .-1st .-9788178089010","Pearson Education, Delhi",2002,"xviii, 350 p.",9.78818E+12,Union Book Stall,"005.134SCH",250,"B:T-44/200516-May-2005",
16-May-05,1268,"Deitel, Harvey M.; Deitel, Paul J.; Liperi, J. P. & Yaeger, C. H.",Visual C++ .NET : how to program : introducing .Net framework class library .-1st .-9788129706751,"Pearson Education, Delhi",2004,"xxxvi, 1319 p.",9.78813E+12,Union Book Stall,"005.276 8DEI","1,785.00","B:T-45/200516-May-2005",
,1269,,,,,,,,,,,
,1270,,,,,,,,,,,
16-May-05,1271,"Nelson, E. W.; Best, C. L. & Mclean, W. G.",Schaum's outline of theory and problems of engineering mechanics .-5th .-9780070586123,"Tata McGraw-Hill Publishing Company Limited, New Delhi",2004,"viii, 518 p.",9.78007E+12,Union Book Stall,"620.1NEL",750,"B:T-51/200516-May-2005",
,1272,,,,,,,,,,,
,1273,,,,,,,,,,,
16-May-05,1274,"Ramamrutham, S.",Engineering mechanics : text book of applied mechanics .-1st .-9788187433514,"Dhanpat Rai Publications, New Delhi",2000,"vii, 718 p.",9.78819E+12,Union Book Stall,"620.1RAM","1,125.00","B:T-51/200516-May-2005",
,1275,,,,,,,,,,,
,1276,,,,,,,,,,,
,1277,,,,,,,,,,,
,1278,,,,,,,,,,,
16-May-05,1279,"Meriam, J. L. & Kraige, L. G.",Engineering mechanics dynamics .-5th .-9971514338,"John Wiley & Sons, Ltd., Singapore",2002,"xxi, 710 p.",9971514338,Union Book Stall,"620.1MER","1,386.00","B:T-51/200516-May-2011",
,1280,,,,,,,,,,,
,1281,,,,,,,,,,,
,1282,,,,,,,,,,,
16-May-05,1283,"Kleppner, Daniel & Kolenkow, Robert J.",An introduction to mechanics .-1st .-9780074636855,"Tata McGraw-Hill Publishing Company Limited, New Delhi",1999,"xxii, 546 p.",9.78007E+12,Union Book Stall,"620.1KLE","2,655.00","B:T-51/200516-May-2005",
,1284,,,,,,,,,,,
,1285,,,,,,,,,,,
,1286,,,,,,,,,,,
,1287,,,,,,,,,,,
,1288,,,,,,,,,,,
,1289,,,,,,,,,,,
,1290,,,,,,,,,,,
,1291,,,,,,,,,,,
16-May-05,1292,"Junnarkar, S. B. & Shah, H. J.",Applied mechanics .-16th,"Charoter Publishing House, Anand",2001,"xx, 776 p.",,Union Book Stall,"620.1JUN","2,000.00","B:T-51/200516-May-2005",
,1293,,,,,,,,,,,
,1294,,,,,,,,,,,
,1295,,,,,,,,,,,
,1296,,,,,,,,,,,
,1297,,,,,,,,,,,
,1298,,,,,,,,,,,
,1299,,,,,,,,,,,
,1300,,,,,,,,,,,
,1301,,,,,,,,,,,
16-May-05,1302,"Timoshenko, S.; Young, D. H. & Rao, J. V.",Engineering mechanics .-4th .-9780070858114,"McGraw-Hill Companies, Singapore",1956,"x, 478 p.",9.78007E+12,Union Book Stall,"620.1TIM",275,"B:T-51/200516-May-2005",
16-May-05,1303,"Kraige, L. G. & Meriam, J. L.",Engineering mechanics statics .-5th .-9971514230,"John Wiley & Sons, Ltd., Singapore",2004,"xviii, 494 p.",9971514230,Union Book Stall,"620.1KRA","1,386.00","B:T-51/200516-May-2005",
,1304,,,,,,,,,,,
,1305,,,,,,,,,,,
,1306,,,,,,,,,,,
16-May-05,1307,"Tremblay, Jean-Paul & Cheston, Grant A.",Data structures and software development in an object-oriented domain .-1st .-9788129701046,"Pearson Education, Delhi",2003,"xxviii, 1169 p.",9.78813E+12,Union Book Stall,"005.73TRE",990,"B:T-45/200516-May-2005",
,1308,,,,,,,,,,,
16-May-05,1309,"Deitel, Harvey M. & Choffnes, David.","Operating systems : UNIX OS/2, MS-DOS, Macintosh, VM, MVS,Open Systems .-2nd .-9788178080352","Pearson Education, New Delhi",1990,"xxv, 853 p.",9.78818E+12,Union Book Stall,"005.43DEI",590,"B:T-45/200516-May-2005",
,1310,,,,,,,,,,,
16-May-05,1311,"Stanley, William D.",Operational amplifiers with linear integrated circuits .-4th .-9788129704634,"Pearson Education, Delhi",2002,"xiv, 674 p.",9.78813E+12,Union Book Stall,"621.381 535STA",590,"B:T-43/200516-May-2005",
,1312,,,,,,,,,,,
16-May-05,1313,"Kano, Kanaan",Semiconductor devices .-1st .-9788129705808,"Pearson Education, Delhi",1998,"xv, 480 p.",9.78813E+12,Union Book Stall,"621.381 52KAN",500,"B:T-45/200516-May-2005",
,1314,,,,,,,,,,,
16-May-05,1315,"Truss, John",Discrete mathematics for computer scientists .-2nd .-9788178084299,"Pearson Education, Delhi",1999,"xix, 585 p.",9.78818E+12,Union Book Stall,"511.1TRU",885,"B:T-44/200516-May-2005",
,1316,,,,,,,,,,,
,1317,,,,,,,,,,,
16-May-05,1318,"Reed, Jeffrey",Software radio : a modern approach to radio engineering .-1st .-9788178088266,"Pearson Education, Delhi",2002,"xx, 567 p.",9.78818E+12,Union Book Stall,"621.384REE",325,"B:T-43/200516-May-2005",
16-May-05,1319,"Szyperski, Clemens; Gruntz, Domnik & Murer, Stephan",Component software : beyond object-oriented programming .-2nd .-9788129704009,"Pearson Education, Delhi",2002,"xxxii, 589 p.",9.78813E+12,Union Book Stall,"005.3SZY",325,"B:T-45/200516-May-2005",
16-May-05,1320,"Henry, Joel",Software project management : a real-world guide to success .-1st .-9780321223425,"Pearson Education, Delhi",2004,"xxvii, 409 p.",9.78032E+12,Union Book Stall,"005.31HEN",275,"B:T-43/200516-May-2005",
16-May-05,1321,"Smith, Gerald M.",Statistical process control and quality improvement .-5th .-9780136178460,"Pearson Education, New Delhi",2004,"xv, 576 p.",9.78014E+12,Union Book Stall,"658.562SMI",325,"B:T-43/200516-May-2005",
16-May-05,1322,"Wells, Richard B.",Applied coding and information theory for engineers .-1st .-9788129704023,"Pearson Education, Delhi",2004,"xiv, 305 p.",9.78813E+12,Union Book Stall,"003.54WEL",390,"B:T-43/200516-May-2005",
,1323,,,,,,,,,,,
15-Jan-09,1324,"Bethune, James D.",Engineering graphics with AutoCAD 2002 .-1st .-9798178088197,"Pearson Education, Delhi",2002,"xii, 729 p.",9.79818E+12,Union Book Stall,"604.202 855 369BET",375,B:15-Jan-2009,
16-May-05,1325,"Schwartz, Mischa","Telecommunication networks : protocols, modeling, and analysis .-1st .-9788129703149","Pearson Education, Delhi",1987,"xiii, 749 p.",9.78813E+12,Union Book Stall,"004.6SCH","1,440.00","B:T-43/200516-May-2005",
,1326,,,,,,,,,,,
,1327,,,,,,,,,,,
,1328,,,,,,,,,,,
16-May-05,1329,"Dodd, Annabel Z.",The essential guide to telecommunications .-3rd .-9788178089959,"Pearson Education, Delhi",2002,"xxiv, 500 p.",9.78818E+12,Union Book Stall,"621.382DOD","1,475.00","B:T-45/200516-May-2005",
,1330,,,,,,,,,,,
,1331,,,,,,,,,,,
,1332,,,,,,,,,,,
,1333,,,,,,,,,,,
16-May-05,1334,"Flood, J. E.","Telecommunications switching, traffic and networks .-1st .-9788178084572","Pearson Education, Delhi",1999,"xviii, 310 p.",9.78818E+12,Union Book Stall,"621.382FLO","1,250.00","B:T-43/200516-May-2005",
,1335,,,,,,,,,,,
,1336,,,,,,,,,,,
,1337,,,,,,,,,,,
,1338,,,,,,,,,,,
16-May-05,1339,"Stallings, William",Data and computer communications .-7th .-9788129702067,"Pearson Education, Delhi",2004,"xvi, 847 p.",9.78813E+12,Union Book Stall,"004.6STA",590,"B:T-44/200516-May-2005",
,1340,,,,,,,,,,,
16-May-05,1341,"Halsall, Fred","Data communications, computer networks, and open systems .-4th .-9788178080987","Pearson Education, Delhi",1996,907 p.,9.78818E+12,Union Book Stall,"004.65HAL","1,975.00","B:T-44/200516-May-2005",
,1342,,,,,,,,,,,
,1343,,,,,,,,,,,
,1344,,,,,,,,,,,
,1345,,,,,,,,,,,
16-May-05,1346,"Cole, Marion","Introduction to telecommunications : voice, data, and the internet .-2nd .-9788178089737","Pearson Education, Delhi",2002,"xvi, 608 p.",9.78818E+12,Union Book Stall,"621.382COL","1,475.00","B:T-45/200516-May-2005",
,1347,,,,,,,,,,,
,1348,,,,,,,,,,,
,1349,,,,,,,,,,,
,1350,,,,,,,,,,,
16-May-05,1351,"Ogata, Katsuhika",Discrete-time control systems .-2nd .-9788178083353,"Pearson Education, Delhi",1995,"xi, 745 P.",9.78818E+12,Union Book Stall,"629.83OGA","1,375.00","B:T-44/200516-May-2005",
,1352,,,,,,,,,,,
,1353,,,,,,,,,,,
,1354,,,,,,,,,,,
,1355,,,,,,,,,,,
16-May-05,1356,"Jain, Anil",Fundamentals of digital image processing .-1st .-9788129700834,"Pearson Education, New Delhi",1989,"xxi, 569 p",9.78813E+12,Union Book Stall,"621.367JAI",675,"B:T-45/200516-May-2005",
,1357,,,,,,,,,,,
,1358,,,,,,,,,,,
16-May-05,1359,"Waterman, Donald",A guide to expert systems .-1st .-9780201083132,"Pearson Education, Delhi",1986,"xviii, 419 p.",9.7802E+12,Union Book Stall,"001.535WAT",295,"B:T-44/200516-May-2005",
16-May-05,1360,"Humphrey, Watts S.",Winning with software : an executive strategy .-9780201776393,"Pearson Education, Delhi",2002,"xviii, 231 p.",9.7802E+12,Union Book Stall,"005.3HUM",195,"B:T-46/200515-May-2005",
16-May-05,1361,"Humphrey, Watts S.",Managing the software process .-9788178080994,"Pearson Education, Delhi",1999,"xviii, 494 p.",9.78818E+12,Union Book Stall,"005.106 8HUM",360,"B:T-46/200516-Apr-2005",
16-May-05,1362,"Humphrey, Watts S.",Introduction to the team software process .-1st .-9788178085975,"Pearson Education, Delhi",2000,493 p.,9.78818E+12,Union Book Stall,"005.106 84HUM",295,"B:T-46/200516-May-2005",
16-May-05,1363,"Kan, Stephen H.",Metrics and models in software quality engineering .-2nd .-9780201729153,"Pearson Education, Delhi",2003,"xxvi, 528 p.",9.7802E+12,Union Book Stall,"005.106 85KAN",280,"B:T-45/200516-May-2005",
16-May-05,1364,"Joseph, Joshy & Fellenstein, Craig",Grid computing .-1st .-9780131456600,"Pearson Education, Delhi",2004,"xxii, 378 p.",9.78013E+12,Union Book Stall,"004.36JOS",275,"B:T-45/200516-May-2005",
16-May-05,1365,"Singhal, Sandeep; Bridgman, Thomas; Suranarayana, Lalitha & Mauney, Daniel",The wireless application protocol : writing applications for the mobile internet .-1st .-9788178082431,"Pearson Education, Delhi",2001,698 p.,9.78818E+12,Union Book Stall,"004.65SIN",499,"B:T-44/200516-May-2005",
16-May-05,1366,"Akerkar, Rajendra & Akerkar, Rupali",Discrete mathematics .-1st .-9798129701182,"Pearson Education, New Delhi",2004,"xii, 319 p.",9.79813E+12,Union Book Stall,"511.1AKE",750,"B:T-46/200516-May-2005",
,1367,,,,,,,,,,,
,1368,,,,,,,,,,,
,1369,,,,,,,,,,,
,1370,,,,,,,,,,,
16-May-05,1371,"Parnas, David Lorge; Hoffman, Daniel M. & Weiss, David M.",Software fundamentals : collected papers by David L. Parnas .-1st .-9780201703696,"Pearson Education, Delhi",2001,"xxiv, 664 p.",9.7802E+12,Union Book Stall,"005.3PAR",495,"B:T-46/200516-May-2005",
16-May-05,1372,"Eilert, John; Eisenhaendler, Maria; Matthaeus, Dorothea & Salm, Ingolf",Linux on the mainframe .-1st .-9788129702456,"Pearson Education, Delhi",2003,"xxviii, 430 p.",9.78813E+12,Union Book Stall,"005.268EIL",250,"B:T-46/200516-May-2005",
16-May-05,1373,"Bandel, David A. & Napier, Robert",Special edition using Linux .-6th .-9788178083711,"Pearson Education, Delhi",2001,"xv, 817 p.",9.78818E+12,Union Book Stall,"005.268BAN",295,"B:T-44/200516-May-2005",
16-May-05,1374,ITL Education Solutations Limited,Introduction to computer science .-1st .-9788129704771,"Pearson Education, Delhi",2004,"xii, 496 p.",9.78813E+12,Union Book Stall,"004ITL",390,"B:T-45/200516-May-2005",
,1375,,,,,,,,,,,
16-May-05,1376,"Tamres, Louise",Introducing software testing .-1st .-9780201719741,"Pearson Education, Delhi",2002,"xv, 281 p.",9.7802E+12,Union Book Stall,"005.14TAM",199,"B:T-44/200516-May-2005",
16-May-05,1377,"Carpinelli, John D.",Computer systems organization & architecture .-1st .-9788178082684,"Pearson Education, Delhi",2001,"xxiii, 584 p.",9.78818E+12,Union Book Stall,"004.22CAR",590,"B:T-43/200516-May-2005",
,1378,,,,,,,,,,,
16-May-05,1379,"Halsall, Fred","Multimedia communications : applications, networks, protocols and standards .-1st .-9788178085326","Pearson Education, Delhi",2001,"xx, 1034 p.",9.78818E+12,Union Book Stall,"006.7HAL",410,"B:T-45/200516-May-2005",
16-May-05,1380,"Deitel, Harvey M.; Deitel, P. J.; Nieto, T. R. & Lin, T. M.","XML how to program : featuring java 2, perl/CGI and active server pages .-1st .-9788178084503","Pearson Education, Delhi",2001,"xxxviii, 934 p.",9.78818E+12,Union Book Stall,"006.74DEI",550,"B:T-43/200516-May-2005",
16-May-05,1381,"Smith, Gerald M.",Statistical process control and quality improvement .-5th .-9780136178460,"Pearson Education, New Delhi",2004,"xv, 576 p.",9.78014E+12,Union Book Stall,"658.562SMI",325,"B:T-43/200516-May-2005",
