Xavier Institute of Engineering,,,,,,,,,,,,
"Mahim Causeway, Opp. Raheja Hospital, Mumbai - 400 016,Mumbai,400 016",,,,,,,,,,,,
Accession Register,,,,,,,,,,,,
 Accession number from 000001 to 013194,,,,,,,,,,,,
,,,,,,,,,,,,
Date,Accession Number,Author,Title-Edition-ISBN,Publisher Details,Year,Pages,ISBN,Supplier,Call Number,Price,Bill No. & date,
23-Sep-10,003360,"Tucker, V.",Creativity for You .-81-7108-167-3,"Better Yourself Books, Mumbai",1991,104 p.,81-7108-167-3,Pauline Sisters Bombay Society,"TUC",25.00,"B:15420-Apr-2005",
15-Jan-09,003361,"Duff, Raymond",Junior Encyclopedia : awesome facts about our environment .-1st .-9788171872992,"Better Yourself Books, Mumbai",2004,124 p.,9788171872992,Union Book Stall,"032.02DUF",90.00,B:15-Jan-2009,
20-Apr-05,003362,Shakuntala Devi,The book of numbers .-1st .-9788122200065,"Orient Paper Back, New Delhi",2004,139 p.,9788122200065,Pauline Sisters Bombay Society,"513.2SHA",65.00,"B:15420-Apr-2005",
15-Jan-09,003363,Shammi Sukh,How to boost your self confidence .-4th .-81-7108-435-4,"Better Yourself Books, Mumbai",,88 p.,81-7108-435-4,Pauline Sisters Bombay Society,"158.1SHA",30.00,"B:BBL/05/02015-Jan-2009",
20-Apr-05,003364,"De`mello, Anthony",The song of the bird .-18th .-9788187886204,"Gujarat Satrling Prakashan, Gujrat",2009,"xi, 161 p.",9788187886204,Pauline Sisters Bombay Society,"248.482DEM",60.00,"B:15420-Apr-2005",
20-Apr-05,003365,"De`mello, Anthony",The prayer of the frog : a book of story meditations : 1st volume .-14th,Gujarat Satrling Prakashan,,,,Pauline Sisters Bombay Society,"248.3DEM",80.00,"B:15420-Apr-2005",
20-Apr-05,003366,"De`mello, Anthony",The prayer of the frog : a book of story meditations : 2nd volume .-14th .-9788187886266,"Gujarat Satrling Prakashan, Anand",2003,"xxiii, 256 p.",9788187886266,Pauline Sisters Bombay Society,"248.3DEM",80.00,"B:15420-Apr-2005",
20-Apr-05,003367,"Murthi, R. K.",Science Tales .-1st .-9798171765835,"Insight Books, Mumbai",2005,80 p.,9798171765835,Pauline Sisters Bombay Society,"MUR",30.00,"B:15420-Apr-2005",
20-Apr-05,003368,"Gopalakrishnan, P.",A gallery of scientists .-1st .-9788171765850,"Insight Books, Mumbai",2005,150 p.,9788171765850,Pauline Sisters Bombay Society,"925GOP",50.00,"B:15420-Apr-2005",
12-Nov-13,003369,"Subburaj, V. V. K.","Mega objective general knowledge volume - I : Indian History, Indian Freedom Movement, Geography, Economics, Constitution of India, Astronomy .-9788172541309","Sura College of Competition, Chennai",2005,330 p.,9788172541309,Pauline Sisters Bombay Society,"001SUB",50.00,B:15-Nov-2008,
20-Apr-05,003370,"Joseph, Jose Dominic",Student's Ready Reference Companion .-9788171085699,"Better Yourself Books, Mumbai",2004,192 p.,9788171085699,Pauline Sisters Bombay Society,"JOS",65.00,"B:15420-Apr-2005",
20-Apr-05,003371,"Evans, Mike","Exams are easy when you know how : guarantee exam success with the right attitude, thinking and technique .-1st .-9788171085019","Better Yourself Books, New Delhi",2002,101 p.,9788171085019,Pauline Sisters Bombay Society,"371.26EVA",40.00,"B:15420-Apr-2005",
20-Apr-05,003372,"Kishore, B. R.",Essays and letters for juniors .-4th .-9788185185682,"Academic Publishers, New Delhi",2004,"x, 212 p.",9788185185682,Pauline Sisters Bombay Society,"KIS",50.00,"B:15420-Apr-2005",
20-Apr-05,003373,"Ahuja, B. N.",160 essays for college & competitive exams .-19th .-9788172450250,"Goodwill Publication, New Delhi",2004,556 p.,9788172450250,Pauline Sisters Bombay Society,"808.042 7AHU",125.00,"B:15420-Apr-2005",
20-Apr-05,003374,"Johnstone, Judith",Passing that interview : your step-by-step guide to coming out on top .-81-7108-491-5,"Better Yourself Books, Mumbai",1999,160 p.,81-7108-491-5,Pauline Sisters Bombay Society,"650.14JOH",55.00,"B:15420-Apr-2005",
20-Apr-05,003375,"Mandal, S. K.",How to suceed in group discussion & personal interviews .-9788179923252,"Jaico Publishing House, Mumbai",2014,,9788179923252,Pauline Sisters Bombay Society,"650.14MAN",125.00,"B:15420-Apr-2005",
20-Apr-05,003376,"Burt, Angela",The A to Z of correct english .-1st .-9788171085156,"Better Yourself Books, Mumbai",2000,211 p.,9788171085156,Pauline Sisters Bombay Society,"423.1BUR",70.00,"B:15420-Apr-2005",
21-Apr-05,003377,"Ravi, N.",The hindu speaks on scientific facts .-1st,"Kasheri & Sons Ltd., Chennai",2004,"xx, 356 p.",,Lakshmi News Agency,"500RAV",100.00,"B:30521-Apr-2005",
21-Apr-05,003378,"Ram, N.",The hindu speaks on scientific facts volume II .-1st,"Kasheri & Sons Ltd., Chennai",2004,"xiv, 328 p.",,Lakshmi News Agency,"500RAM",100.00,"B:30521-Apr-2009",
21-Apr-05,003379,"Ravi, N.",The hindu speaks on libraries .-1st,"Kasheri & Sons Ltd., Chennai",2003,"xvi, 303 p.",,Lakshmi News Agency,"027.054RAV",100.00,"B:30521-Apr-2005",
21-Apr-05,003380,The Hindu,Survey of Indian Industry 2005 .-1st,Kasheri and Sons,2005,384 p.,,Lakshmi News Agency,"THE",50.00,"B:30521-Apr-2005",
17-Jun-05,003381,"Kolman, Bernard; Busby, Robert C. & Ross, Sharon Cutler",Discrete mathematical structures .-5th .-9788129704658,"Pearson Education, New Delhi",2004,"xii, 503 p.",9788129704658,Union Book Stall,"511.1KOL",780.00,"B:T-75/200517-Jun-2005",
,003382,,,,,,,,,,,
,003383,,,,,,,,,,,
,003384,,,,,,,,,,,
17-Jun-05,003385,"Skolnik, Merrill I.",Introduction to radar systems .-3rd .-9780070445338,"Tata McGraw-Hill Publishing Company Limited, New Delhi",2004,"xii, 772 p.",9780070445338,Union Book Stall,"621.384 8SKO","1,425.00","B:T-77/200517-Jun-2005",
,003386,,,,,,,,,,,
,003387,,,,,,,,,,,
,003388,,,,,,,,,,,
,003389,,,,,,,,,,,
17-Jun-05,003390,"Yarbrough, John M.",Digital logic : applications and design .-1st .-9788131500583,"Thomoson Learning, Singapore",2001,"xx, 698 p.",9788131500583,Union Book Stall,"621.395YAR","1,750.00","B:T-77/200517-Jun-2005",
,003391,,,,,,,,,,,
,003392,,,,,,,,,,,
,003393,,,,,,,,,,,
,003394,,,,,,,,,,,
17-Jun-05,003395,"Iyer, Sriram V. & Gupta, Pankaj",Embedded realtime systems programming .-1st .-9780070482845,"Tata McGraw-Hill Publishing Company Limited, New Delhi",2004,"xviii, 321 p.",9780070482845,Union Book Stall,"005.256IYE","1,475.00","B:T-76/200517-Jun-2005",
,003396,,,,,,,,,,,
,003397,,,,,,,,,,,
,003398,,,,,,,,,,,
,003399,,,,,,,,,,,
17-Jun-05,003400,"Axelson, Jan",USB complete : everthing you need to develop custom USB peripherals .-2nd .-9781931448024,"Penram International, Mumbai",2001,"xviii, 523 p.",9781931448024,Union Book Stall,"004.64AXE",700.00,"B:T-76/200517-Jun-2005",
,003401,,,,,,,,,,,
17-Jun-05,003402,"Dhamdhere, Dhananjay M.",Operating systems : a concept-based approach .-1st .-9780070482944,"Tata McGraw-Hill Publishing Company Limited, New Delhi",2002,"xiv, 806 p.+",9780070482944,Union Book Stall,"005.43DHA","1,375.00","B:T-76/200517-Jun-2005",
,003403,,,,,,,,,,,
,003404,,,,,,,,,,,
,003405,,,,,,,,,,,
,003406,,,,,,,,,,,
17-May-05,003407,"Dhamdhere, D. M.",System programming and operating systems .-2nd .-9780074635797,"Tata McGraw-Hill Publishing Company Limited, New Delhi",1999,"xvi, 658 p.",9780074635797,Union Book Stall,"005.43DHA","1,250.00","B:T-76/200515-May-2005",
,003408,,,,,,,,,,,
,003409,,,,,,,,,,,
,003410,,,,,,,,,,,
,003411,,,,,,,,,,,
17-Jun-05,003412,"Luthans, Fred",Organisational Behaviour .-10th .-9780071247627,"Tata McGraw-Hill Publishing Company Limited, Singapore",2008,"xix, 731 p.",9780071247627,Union Book Stall,"302.35LUT",736.00,"B:T-75/200517-Jun-2005",
,003413,,,,,,,,,,,
17-Jun-05,003414,"Weste, Neil H. E. & Eshraghian, Kamran",Principles of CMOS VLSI design : a systems perspective .-2nd .-9788178082226,"Pearson Education, New Delhi",1993,"XII, 713 str.",9788178082226,Union Book Stall,"621.395WES","3,000.00","B:T-75/200517-Jun-2005",
,003415,,,,,,,,,,,
,003416,,,,,,,,,,,
,003417,,,,,,,,,,,
,003418,,,,,,,,,,,
,003419,,,,,,,,,,,
,003420,,,,,,,,,,,
,003421,,,,,,,,,,,
17-Jun-05,003422,"Gupta, Vikas",Comdex computer course kit .-9788177221718,"Dreamtech Press, New Delhi",2002,784 p.,9788177221718,Union Book Stall,"005.5GUP",398.00,"B:T-77/200517-Jun-2005",
,003423,,,,,,,,,,,
17-May-05,003424,"Stallings, William",Computer organization & architecture : designing for performance .-6th .-9788120321038,"Pearson Education, New Delhi",2003,"xix, 815 p.",9788120321038,Union Book Stall,"004.22STA","1,250.00","B:T-76/200517-May-2005",
,003425,,,,,,,,,,,
,003426,,,,,,,,,,,
,003427,,,,,,,,,,,
,003428,,,,,,,,,,,
17-Jun-05,003429,"Bigelow, Stephen J.","Troubleshooting, maintaining, and repairing PCs .-5th .-9780070473676","Tata McGraw-Hill Publishing Company Limited, Delhi",2000,"lxxviii, 1547 p.",9780070473676,Union Book Stall,"621.391 6BIG",695.00,"B:T-76/200517-Jun-2005",
17-Jun-05,003430,"Govindarajalu, B.","IBM PC and clones : hardware, troubleshooting and maintenance .-2nd .-9780070483118","Tata McGraw-Hill Publishing Company Limited, Delhi",1991,"xxxix, 963 p.",9780070483118,Union Book Stall,"004.165GOV","1,190.00","B:T-76/200517-Jun-2005",
,003431,,,,,,,,,,,
17-Jun-05,003432,"Comer, Douglas E.",The Internet book : everything you need to know about computer networking and how the Internet works .-3rd .-9788120322868,"Prentice Hall of India, Delhi",2000,"xxii, 312 p.",9788120322868,Union Book Stall,"004.678COM",585.00,"B:T-75/200517-Jun-2005",
,003433,,,,,,,,,,,
,003434,,,,,,,,,,,
16-May-05,003435,"Comer, Douglas E.",Computer networks and internets : with internet applications .-4th .-9788177589276,"Pearson Education, New Delhi",2003,842 p.,9788177589276,Union Book Stall,"004.6COM","1,625.00","B:T-75/200517-Jun-2005",
,003436,,,,,,,,,,,
,003437,,,,,,,,,,,
,003438,,,,,,,,,,,
,003439,,,,,,,,,,,
17-Jun-05,003440,"Tanenbaum, Andrew S.",Computer networks .-4th .-9788120321755,"Prentice Hall of India, Delhi",2003,"xx, 891 p.",9788120321755,Union Book Stall,"004.6TAN","1,250.00","B:T-76/200517-Jun-2005",
,003441,,,,,,,,,,,
,003442,,,,,,,,,,,
,003443,,,,,,,,,,,
,003444,,,,,,,,,,,
17-Jun-05,003445,"Leon-Garcia, Alberto & Widjaja, Indra",Communication networks : fundamental concepts and key architectures .-2nd .-9780070595019,"Tata McGraw-Hill Publishing Company Limited, New Delhi",2004,"xxvii, 900 p.",9780070595019,Union Book Stall,"621.382 1LEO",315.00,"B:T-76/200517-Jun-2005",
17-Jun-05,003446,"Pfleeger, Charles P. & Pfleeger, Shari Lawrence",Security in computing .-3rd .-9788129700421,"Pearson Education, New Delhi",2003,740 p.,9788129700421,Union Book Stall,"005.8PFL",975.00,"B:T-75/200517-Jun-2005",
,003447,,,,,,,,,,,
,003448,,,,,,,,,,,
,003449,,,,,,,,,,,
,003450,,,,,,,,,,,
17-Jun-05,003451,"Mano, M. Morris",Computer system architecture .-3rd .-9788178086873,"Pearson Education, New Delhi",2003,"xviii, 524 p.",9788178086873,Union Book Stall,"004.22MAN",390.00,"B:T-75/200517-Jun-2005",
,003452,,,,,,,,,,,
17-Jun-05,003453,"Dunham, Margaret H. & Sridhar, S.",Data mining introductory and advanced topics .-1st .-9788177587852,"Pearson Education, New Delhi",2006,328 p.,9788177587852,Union Book Stall,"006.312DUN",420.00,"B:T-75/200517-Jun-2005",
,003454,,,,,,,,,,,
17-Jun-05,003455,"Kernighan, Brian W. & Ritchie, Dennis M.",The C programming language .-2nd .-9788120305960,"Pearson Education, New Delhi",1988,"xii, 272 p",9788120305960,Union Book Stall,"005.135KER",380.00,"B:T-05/0521-Aug-2005",
,003456,,,,,,,,,,,
,003457,,,,,,,,,,,
,003458,,,,,,,,,,,
18-Nov-21,003459,"Kernighan, Brian W. & Ritchie, Dennis M.",The C programming language .-2nd .-9788120305960,"PHI Learning Private Limited, New Delhi",1988,"xii, 272 p",9788120305960,Union Book Stall,"005.135KER",95.00,"B:T-05/0521-Aug-2005",
18-Jun-05,003460,"Klafter, Richard D.; Chmielewski, Thomas A. & Negin, Michael",Robotic engineering : an integrated approach .-1st .-9788120308428,"Prentice Hall of India, New Delhi",1989,"xxiii, 744 p.",9788120308428,Union Book Stall,"629.892KLA","1,750.00","B:T-79/200518-Jun-2005",
,003461,,,,,,,,,,,
,003462,,,,,,,,,,,
,003463,,,,,,,,,,,
,003464,,,,,,,,,,,
18-Jun-05,003465,"Ravichandran, D.",Programming with C++ .-2nd .-9780070494886,"Tata McGraw-Hill Publishing Company Limited, New Delhi",2003,"xix, 685 p.",9780070494886,Union Book Stall,"005.134RAV",215.00,"B:T-79/200518-Jun-2005",
18-Jun-05,003466,"Mynbaev, Djafar K. & Scheiner, Lowell L.",Fiber-optic communications technology .-1st .-9788178083179,"Pearson Education, Delhi",2001,"xviii, 750 p.",9788178083179,Union Book Stall,"621.382 75MYN",798.00,"B:T-79/200518-Jun-2005",
,003467,,,,,,,,,,,
18-Jun-05,003468,"Bali, S. P.",Colour television : theory and practice .-1st .-9780074600245,"Tata McGraw-Hill Publishing Company Limited, New Delhi",1994,"xii, 483 p.",9780074600245,Union Book Stall,"621.388BAL",550.00,"B:T-79/200518-Jun-2005",
,003469,,,,,,,,,,,
18-Jun-05,003470,"Mano, M. Morris",Computer system architecture .-3rd .-9788178086873,"Pearson Education, New Delhi",2003,"xviii, 524 p.",9788178086873,Union Book Stall,"004.22MAN",585.00,"B:T-79/200518-Jun-2005",
,003471,,,,,,,,,,,
,003472,,,,,,,,,,,
18-Jun-05,003473,"Dunning, Gary",Introduction to programmable logic controllers .-2nd .-9789812406255,"Thoson Asia, Delman, Singapore",2002,"x, 500 p.",9789812406255,Union Book Stall,"629.89DUN",644.00,"B:T-78/200518-Jun-2005",
,003474,,,,,,,,,,,
18-Jun-05,003475,"Zbar, Paul B.; Malvino, Albert Paul & Miller, Michael A.",Basic electronics : text-lab manual .-7th .-9780074624982,"Tata McGraw-Hill Publishing Company Limited, Delhi",1994,xiii+381pg,9780074624982,Union Book Stall,"621.381ZBA","1,250.00","B:T-78/200518-Jun-2005",
,003476,,,,,,,,,,,
,003477,,,,,,,,,,,
,003478,,,,,,,,,,,
,003479,,,,,,,,,,,
18-Jun-05,003480,"Rangan, C. S.; Mani, V. S. V. & Sarma, G. R.",Instrumentation : Devices and Systems .-2nd .-9780074633502,"Tata McGraw-Hill Publishing Company Limited, Delhi",1997,xiv+549pg,9780074633502,Union Book Stall,"621.374RAN","1,800.00","B:T-79/200518-Jun-2005",
,003481,,,,,,,,,,,
,003482,,,,,,,,,,,
,003483,,,,,,,,,,,
,003484,,,,,,,,,,,
,003485,,,,,,,,,,,
,003486,,,,,,,,,,,
,003487,,,,,,,,,,,
17-Jun-05,003488,"Mata-Toledo, Ramon A. & Cushman, Pauline K.","Schaum's outline of introduction to computer science : with examples in C, C++ and java .-1st .-9780070582965","Tata McGraw-Hill Publishing Company Limited, New Delhi",2000,"viii, 296 p.",9780070582965,Union Book Stall,"004.076MAT",875.00,"B:T-78/200518-Jun-2005",
,003489,,,,,,,,,,,
,003490,,,,,,,,,,,
,003491,,,,,,,,,,,
,003492,,,,,,,,,,,
18-Jun-05,003493,"Tomasi, Wayne",Electronic communication systems : fundamentals through advanced .-5th .-9788129705198,"Pearson Education, New Delhi",2004,"xviii, 1163 p.",9788129705198,Union Book Stall,"621.382TOM","2,475.00","B:T-78/200518-Jun-2005",
,003494,,,,,,,,,,,
,003495,,,,,,,,,,,
,003496,,,,,,,,,,,
,003497,,,,,,,,,,,
18-Jun-05,003498,"Tokheim, Roger L.",Digital electronics : principles and applications .-6th .-9780070587908,"Tata McGraw-Hill Publishing Company Limited, New Delhi",2003,"x, 518 p.",9780070587908,Union Book Stall,"621.381TOK","1,185.00","B:T-78/200518-Jun-2005",
,003499,,,,,,,,,,,
,003500,,,,,,,,,,,
18-Jun-05,003501,"Zbar, Paul",Industrial electronics : a text-lab manual .-3rd .-9780070727403,"Tata McGraw-Hill Publishing Company Limited, Delhi",1983,264 p.,9780070727403,Union Book Stall,"621.381ZBA","1,000.00","B:T-79/200518-Jun-2005",
,003502,,,,,,,,,,,
,003503,,,,,,,,,,,
,003504,,,,,,,,,,,
,003505,,,,,,,,,,,
15-May-05,003506,"Ram, B.",Fundamentals of microprocessors and microcomputers .-5th,"Dhanpat Rai Publications, New Delhi",2001,"xvi, 490 p.",,Union Book Stall,"004.16RAM","1,000.00",,
,003507,,,,,,,,,,,
,003508,,,,,,,,,,,
,003509,,,,,,,,,,,
,003510,,,,,,,,,,,
18-Jun-05,003511,"Gulati, R. R.",Monochrome and colour television .-2nd .-9788122416077,"New Age International Publishers, New Delhi",1983,688 p.,9788122416077,Union Book Stall,"621.388GUL","2,850.00","B:T-79/200518-Jun-2005",
,003512,,,,,,,,,,,
,003513,,,,,,,,,,,
,003514,,,,,,,,,,,
,003515,,,,,,,,,,,
,003516,,,,,,,,,,,
,003517,,,,,,,,,,,
,003518,,,,,,,,,,,
,003519,,,,,,,,,,,
,003520,,,,,,,,,,,
18-Jun-05,003521,"Franco, Sergio",Design with operational amplifiers and analog integrated circuits .-3rd .-9780070530447,"Tata McGraw-Hill Publishing Company Limited, New Delhi",2002,"xiv, 658 p.",9780070530447,Union Book Stall,"621.381 5FRA","1,325.00","B:T-79/200518-Jun-2005",
,003522,,,,,,,,,,,
,003523,,,,,,,,,,,
,003524,,,,,,,,,,,
,003525,,,,,,,,,,,
18-Jun-05,003526,"Coughlin, Robert F. & Driscoll, Frederick F.",Operational amplifiers and linear integrated circuits .-6th .-9788178083513,"Pearson Education, Delhi",2001,"xxvii, 529 p.",9788178083513,Union Book Stall,"621.381 535COU",675.00,"B:T-79/200518-Jun-2005",
,003527,,,,,,,,,,,
,003528,,,,,,,,,,,
18-Jun-05,003529,"Neubert, Hermann K. P.",Instrument transducers : an introduction to their performance and design .-2nd .-9780195629972,"Oxford University Press, New Delhi",2003,"x, 348 p.",9780195629972,Union Book Stall,"621.374 028HER",725.00,"B:T-78/200518-Jun-2005",
,003530,,,,,,,,,,,
,003531,,,,,,,,,,,
,003532,,,,,,,,,,,
,003533,,,,,,,,,,,
18-Jun-05,003534,"Pandya, Raj",Mobile and personal communication systems and services .-1st .-9788120317109,"Prentice Hall of India, New Delhi",2000,"xvii, 334 p.",9788120317109,Union Book Stall,"621.384 56PAN",750.00,"B:T-78/200518-Jun-2005",
,003535,,,,,,,,,,,
,003536,,,,,,,,,,,
18-Jun-05,003537,"Mittle, V. N.",Basic electrical engineering .-1st .-9780074516324,"Tata McGraw-Hill Publishing Company Limited, Delhi",1990,"xxi, 697 p.",9780074516324,Union Book Stall,"621.3MIT",585.00,"B:T-78/200518-Jun-2005",
,003538,,,,,,,,,,,
,003539,,,,,,,,,,,
18-Jun-05,003540,"Buford, John F. Kogel",Multimedia systems .-1st .-9788177588279,"Pearson Education, New Delhi",1994,463 p.,9788177588279,Union Book Stall,"006.7BUF",840.00,"B:T-79/200518-Jun-2005",
,003541,,,,,,,,,,,
,003542,,,,,,,,,,,
18-Jun-05,003543,"Mitra, Sanjit K.",Digital signal processing : a computer-based approach .-2nd .-9780070447059,"Tata McGraw-Hill Publishing Company Limited, New Delhi",2001,"xviii, 866 p.",9780070447059,Union Book Stall,"621.382 2MIT",630.00,"B:T-79/200518-Jun-2005",
,003544,,,,,,,,,,,
18-Jun-05,003545,"Kolman, Bernard; Busby, Robert C. & Ross, Sharon Cutler",Discrete mathematical structures .-5th .-9788129704658,"Pearson Education, New Delhi",2004,"xii, 503 p.",9788129704658,Union Book Stall,"511.1KOL",195.00,"B:T-79/200518-Jun-2005",
18-Jun-05,003546,"Groover, Mikell P.; Weiss, Mitchell; Nagel, Roger N. & Odrey, Nicholas G.","Industrial robotics : technology, programming, and applications .-1st .-9781259006210","Tata McGraw-Hill Publishing Company Limited, New Delhi",1986,"xiv, 546 p.",9781259006210,Union Book Stall,"629.892GRO","1,345.00","B:T-79/200518-Jun-2005",
,003547,,,,,,,,,,,
,003548,,,,,,,,,,,
,003549,,,,,,,,,,,
,003550,,,,,,,,,,,
18-Jun-05,003551,"Theraja, B. L. & Theraja, A. K.",A textbook of electrical technology volume I : basic electrical engineering .-1st .-9788121924405,"S. Chand & Company Ltd., New Delhi",2005,864 p.,9788121924405,Union Book Stall,"621.3THE","1,775.00","B:T-79/200515-May-2005",
,003552,,,,,,,,,,,
,003553,,,,,,,,,,,
,003554,,,,,,,,,,,
,003555,,,,,,,,,,,
18-Jun-05,003556,"Rappaport, Theodore S.",Wireless communications : principles and practice .-2nd .-9788120323810,"Prentice Hall of India, New Delhi",2002,"xxiii, 707 p.",9788120323810,Union Book Stall,"621.384RAP",650.00,"B:T-79/200518-Jun-2005",
,003557,,,,,,,,,,,
18-Jun-05,003558,"Roddy, Dennis",Satellite communications .-3rd .-9780071382854,"McGraw-Hill Companies, Singapore",2001,"xiv, 569 p",9780071382854,Union Book Stall,"621.382 5ROD","1,610.00","B:T-78/200518-Jun-2005",
,003559,,,,,,,,,,,
,003560,,,,,,,,,,,
,003561,,,,,,,,,,,
,003562,,,,,,,,,,,
18-Jun-05,003563,"Mehta, V. K. & Mehta, Rohit",Principles of electronics .-1st .-81-219-2450-2,"S. Chand & Company Ltd., New Delhi",1980,792 p.,81-219-2450-2,Union Book Stall,"621.381MEH","1,590.00","B:T-79/200518-Jun-2005",
,003564,,,,,,,,,,,
,003565,,,,,,,,,,,
,003566,,,,,,,,,,,
,003567,,,,,,,,,,,
,003568,,,,,,,,,,,
18-Jun-05,003569,"Theraja, B. L. & Theraja, A. K.",A trextbook of electrical technology volume II : AC & DC machines .-Twenty Third Revised Multicoloured Edition,"S. Chand & Company Ltd., New Delhi",1959,865-1568 p.,,Union Book Stall,"621.3THE","1,350.00","B:T-79/200518-Jun-2005",
